feature,coef
num_lab_procedures payer_code_CM,-0.0004315131711627128
time_in_hospital diag_3_category_Other,-0.0004312570621396617
num_procedures diag_1_category_Other,-0.0004305256512993546
gender_Male rosiglitazone_No,-0.0004301574496683441
admission_type_id_1 discharge_disposition_id_1,-0.0004297907276505117
medical_specialty_InternalMedicine pioglitazone_No,-0.00042955306333641256
payer_code_SP readmitted_>30,-0.00042792630657088816
number_emergency gender_Male,0.0004269547510359421
diag_3_428 readmitted_<30,0.0004268212545012225
num_procedures diag_2_250,-0.0004267216583114266
glyburide-metformin_No diag_1_category_Other,-0.0004256671261545882
gender_Female diabetesMed_Yes,-0.000425534026786556
glipizide_No diag_3_category_Diabetes,-0.0004251917903617536
num_lab_procedures diag_3_599,-0.00042515143409306284
readmitted_NO diag_1_category_Musculoskeletal,-0.0004245463548643412
glyburide_No diag_3_category_Diabetes,-0.0004245295047861315
pioglitazone_Steady readmitted_NO,-0.0004239382760730145
num_lab_procedures payer_code_UN,-0.0004238167268422744
repaglinide_No change_Ch,-0.0004224217867023564
number_diagnoses diag_3_category_Unknown,-0.00042194557895506766
num_medications payer_code_CP,-0.0004195359306865561
num_medications payer_code_DM,-0.00041838290941167695
number_emergency discharge_disposition_id_1,0.0004174197930001623
discharge_disposition_id_1 insulin_Steady,-0.0004173973314064586
num_medications diag_2_category_Musculoskeletal,-0.00041641257577852616
num_medications diag_2_category_Genitourinary,-0.0004147721079407029
payer_code_MC glipizide-metformin_No,-0.0004143344489960563
medical_specialty_InternalMedicine glyburide_No,-0.0004119309612532404
race_Caucasian admission_source_id_1,-0.00041168943107706453
payer_code_BC readmitted_<30,0.0004115648216200845
num_medications diag_1_724,-0.00041028446848597085
medical_specialty_InternalMedicine diabetesMed_Yes,-0.0004102155609036368
time_in_hospital discharge_disposition_id_11,-0.0004076788288227747
glimepiride_Steady readmitted_<30,0.0004072440419006352
payer_code_MC troglitazone_No,-0.0004070891395598115
payer_code_MC metformin-pioglitazone_No,-0.0004070891395598115
payer_code_MC examide_No,-0.0004070891395598115
payer_code_MC citoglipton_No,-0.0004070891395598115
payer_code_MC acetohexamide_No,-0.0004070891395598115
payer_code_MC metformin-rosiglitazone_No,-0.0004070891395598115
payer_code_MC glimepiride-pioglitazone_No,-0.0004070891395598115
payer_code_MC,-0.0004070891395598115
payer_code_MC tolbutamide_No,-0.00040608713567513033
num_lab_procedures medical_specialty_Oncology,0.00040602786394157246
medical_specialty_InternalMedicine insulin_No,-0.00040582768024481587
admission_type_id_3 discharge_disposition_id_1,-0.0004057670697498692
diag_3_427 readmitted_<30,0.0004053774747592421
diag_2_276 readmitted_NO,-0.00040512323922881814
payer_code_MC miglitol_No,-0.0004048684080991093
metformin_Steady glipizide_No,-0.0004041470024476241
payer_code_MC tolazamide_No,-0.0004034282760328535
num_medications discharge_disposition_id_3,0.00040328732912750325
payer_code_MC acarbose_No,-0.0004031640130618536
num_medications admission_type_id_1,0.0004023575121392547
num_medications diag_2_250.6,0.00040136059574482545
num_medications discharge_disposition_id_7,0.0004012412189787421
payer_code_MC chlorpropamide_No,-0.0004009888714949667
payer_code_MC nateglinide_No,-0.0004007457799044214
gender_Female admission_type_id_2,-0.0004005992759513673
metformin_Steady rosiglitazone_No,-0.0004001245640430872
pioglitazone_No diag_1_category_Other,-0.00040005054997977125
number_diagnoses diag_2_category_Respiratory,-0.00040002955358334083
discharge_disposition_id_1 diag_2_250,-0.00039901962686162844
number_diagnoses medical_specialty_Emergency/Trauma,-0.0003989026840244652
diag_3_401 readmitted_>30,-0.0003983952749123774
num_lab_procedures diag_2_272,-0.00039834742948693035
age_[30-40) readmitted_<30,0.00039833461889115704
num_lab_procedures admission_source_id_2,-0.0003981825426892409
num_medications diag_2_250.41,0.00039791281887101944
time_in_hospital pioglitazone_Steady,-0.0003969545904890894
payer_code_MC glipizide_No,-0.0003966778439444848
diag_2_250 repaglinide_No,-0.0003965272617276686
change_No diabetesMed_Yes,-0.0003962871896395287
admission_source_id_7 glipizide-metformin_No,-0.00039609294780455865
admission_source_id_17 readmitted_>30,-0.000395784184940718
num_lab_procedures medical_specialty_Surgery-Vascular,0.0003948964593259325
metformin_Steady glyburide_No,-0.00039438000725532893
number_diagnoses diag_3_250.6,0.00039404113500063814
readmitted_>30 diag_1_category_Digestive,-0.0003936949345664118
diag_2_401 readmitted_NO,-0.0003936096434421872
payer_code_BC readmitted_NO,-0.0003935186453136148
num_lab_procedures metformin_No,-0.00039297163096293537
glyburide_Steady readmitted_>30,-0.00039159052310481905
num_medications diag_2_427,0.00039143746801335383
number_diagnoses diag_1_435,-0.00039078207639798755
gender_Male diag_3_250,-0.0003901978053385927
num_lab_procedures diag_2_250.6,0.0003899656415118151
num_lab_procedures diag_3_category_Injury,-0.00038982651275033304
time_in_hospital diag_2_category_Circulatory,0.00038907959783470987
admission_source_id_7 metformin-pioglitazone_No,-0.0003889116442383222
admission_source_id_7,-0.0003889116442383222
admission_source_id_7 citoglipton_No,-0.0003889116442383222
admission_source_id_7 troglitazone_No,-0.0003889116442383222
admission_source_id_7 acetohexamide_No,-0.0003889116442383222
admission_source_id_7 examide_No,-0.0003889116442383222
admission_source_id_7 metformin-rosiglitazone_No,-0.00038887831766364273
admission_source_id_7 tolbutamide_No,-0.00038882317508777365
number_emergency nateglinide_No,0.000388735442031795
admission_source_id_7 glimepiride-pioglitazone_No,-0.00038863229634670496
num_lab_procedures diag_1_518,-0.0003884706034404984
admission_source_id_7 chlorpropamide_No,-0.0003883224512354127
admission_source_id_7 acarbose_No,-0.0003881276097205037
pioglitazone_No diag_3_category_Diabetes,-0.00038812698884956574
admission_source_id_7 tolazamide_No,-0.00038727896102587424
num_medications medical_specialty_Urology,-0.0003869243314820287
time_in_hospital payer_code_MC,0.0003866278051354598
diag_3_414 readmitted_<30,0.0003861652329909051
time_in_hospital admission_type_id_3,-0.0003860645586537172
num_lab_procedures medical_specialty_Orthopedics,0.00038588683116775495
race_Caucasian diag_1_category_Other,-0.0003856549791840726
glipizide-metformin_No change_Ch,-0.0003856364823235571
num_lab_procedures race_Caucasian,-0.00038556160768526374
race_Caucasian medical_specialty_InternalMedicine,-0.00038489685671438636
glimepiride_No diag_3_category_Diabetes,-0.0003847450880940733
num_lab_procedures discharge_disposition_id_25,-0.00038436454532939475
num_lab_procedures discharge_disposition_id_13,-0.0003841428733688652
num_lab_procedures diag_3_780,-0.0003838321657368301
acarbose_No change_Ch,-0.00038336444505745353
admission_source_id_7 nateglinide_No,-0.0003831363810638477
num_lab_procedures diag_1_998,-0.00038284798514533945
num_lab_procedures age_[60-70),0.00038278509998159485
time_in_hospital age_[70-80),0.0003825822512722144
num_medications diag_2_486,0.0003822902914365427
admission_source_id_7 miglitol_No,-0.0003822552241490403
num_lab_procedures diag_2_486,-0.0003812163098715843
race_Caucasian gender_Male,-0.00037997958574686373
payer_code_MC glyburide-metformin_No,-0.00037976762474344376
time_in_hospital insulin_Up,-0.00037894873110064025
time_in_hospital diag_2_category_Respiratory,-0.00037875456519515383
acetohexamide_No change_Ch,-0.0003784978123652523
change_Ch diabetesMed_Yes,-0.0003784978123652523
examide_No change_Ch,-0.0003784978123652523
citoglipton_No change_Ch,-0.0003784978123652523
change_Ch,-0.0003784978123652523
troglitazone_No change_Ch,-0.0003784978123652523
tolbutamide_No change_Ch,-0.00037845277846557
metformin-rosiglitazone_No change_Ch,-0.0003784446139441143
metformin-pioglitazone_No change_Ch,-0.0003783133528875753
glimepiride-pioglitazone_No change_Ch,-0.0003782184644733164
num_lab_procedures diag_3_278,-0.0003782127990211765
discharge_disposition_id_1 diag_2_category_Other,-0.00037790506786398293
number_emergency rosiglitazone_No,0.0003771167838011476
tolazamide_No change_Ch,-0.00037695069985489173
diag_1_414 readmitted_NO,-0.000376705702570069
num_lab_procedures diag_3_536,0.0003753262947005432
rosiglitazone_No diag_1_category_Other,-0.000375080820248082
chlorpropamide_No change_Ch,-0.00037440670257547364
age_[50-60) acarbose_No,-0.00037427529932229425
number_diagnoses diag_2_category_Neoplasms,0.0003740506957782246
num_medications diag_2_518,-0.0003732129087185278
number_diagnoses diag_1_440,0.0003721418337019906
payer_code_MC change_No,-0.0003714670831328252
time_in_hospital diag_1_category_Neoplasms,-0.0003713308473263077
num_medications diag_1_715,0.0003711053327414157
miglitol_No change_Ch,-0.00037109332384916165
num_medications diag_2_276,0.0003710685688932574
glipizide_No diag_1_category_Other,-0.00037081460061250143
admission_source_id_7 glyburide-metformin_No,-0.00037062983678842065
number_diagnoses discharge_disposition_id_28,0.0003705748571944503
medical_specialty_Surgery-General readmitted_<30,0.0003703233039253403
age_[50-60),-0.00036976830081906733
age_[50-60) citoglipton_No,-0.00036976830081906733
age_[50-60) miglitol_No,-0.00036976830081906733
age_[50-60) troglitazone_No,-0.00036976830081906733
age_[50-60) metformin-rosiglitazone_No,-0.00036976830081906733
age_[50-60) acetohexamide_No,-0.00036976830081906733
age_[50-60) examide_No,-0.00036976830081906733
age_[50-60) glimepiride-pioglitazone_No,-0.00036976830081906733
age_[50-60) metformin-pioglitazone_No,-0.00036976830081906733
age_[50-60) glipizide-metformin_No,-0.00036968986770679225
metformin_Steady pioglitazone_No,-0.000369641436783095
age_[50-60) chlorpropamide_No,-0.00036961579331863626
age_[50-60) tolbutamide_No,-0.00036956399180513417
number_inpatient admission_source_id_7,0.000369409576812622
age_[50-60) tolazamide_No,-0.000369396584284634
time_in_hospital diag_2_category_Other,-0.0003690547132386385
metformin_Steady insulin_No,-0.00036895350587378887
num_lab_procedures diag_2_584,-0.0003682300562673889
num_lab_procedures insulin_Up,-0.00036789228298709196
time_in_hospital glyburide_Steady,-0.0003670836822566509
num_medications diag_2_342,0.00036685730827225945
diag_2_250 tolazamide_No,-0.00036675971930090197
diag_2_250 glimepiride-pioglitazone_No,-0.0003667490800651944
diag_2_250 citoglipton_No,-0.0003667490800651944
diag_2_250 miglitol_No,-0.0003667490800651944
diag_2_250 metformin-rosiglitazone_No,-0.0003667490800651944
diag_2_250,-0.0003667490800651944
diag_2_250 diag_2_category_Diabetes,-0.0003667490800651944
diag_2_250 acetohexamide_No,-0.0003667490800651944
diag_2_250 troglitazone_No,-0.0003667490800651944
diag_2_250 examide_No,-0.0003667490800651944
diag_2_250 tolbutamide_No,-0.00036669878709348093
diag_2_250 metformin-pioglitazone_No,-0.00036656462058715544
race_Caucasian admission_type_id_2,-0.00036624733574163696
num_medications diag_3_304,0.00036601250480556256
race_Caucasian diabetesMed_No,-0.00036572060944539285
num_lab_procedures diag_1_250.03,-0.000365557357757522
diag_2_250 glipizide-metformin_No,-0.00036544275842051335
time_in_hospital diag_3_401,-0.00036508171784273877
diag_2_250 chlorpropamide_No,-0.0003644360182895535
number_emergency acarbose_No,0.0003626108873141756
number_inpatient insulin_No,0.00036257006192814327
nateglinide_No change_Ch,-0.00036232800915492197
time_in_hospital diag_1_250.6,0.0003621197945439864
age_[50-60) repaglinide_No,-0.000362108326838703
number_emergency age_[30-40),0.0003616727970690817
payer_code_MC pioglitazone_No,-0.0003611079887015211
number_inpatient diag_3_category_Other,0.00036098868795452925
number_diagnoses diag_2_648,-0.0003599315863354734
num_medications diag_3_789,0.0003596489631914065
num_medications diag_3_518,0.0003594285904617479
race_Caucasian diag_3_category_Diabetes,-0.00035917232708023464
admission_source_id_7 glyburide_No,-0.00035904205825207255
num_lab_procedures payer_code_CP,-0.0003587589096573357
number_emergency metformin_Steady,0.0003582420390904505
diag_2_250 acarbose_No,-0.00035804131759164506
gender_Male change_No,-0.00035796348640235523
rosiglitazone_No diag_3_category_Diabetes,-0.00035761291120363955
age_[50-60) nateglinide_No,-0.0003575779641345224
number_emergency miglitol_No,0.0003569941887742856
age_[50-60) glyburide-metformin_No,-0.0003563137644396634
num_procedures number_emergency,-0.00035605580379390544
num_medications diag_2_272,-0.000355739573707352
diag_2_250 nateglinide_No,-0.00035555247318384007
number_emergency chlorpropamide_No,0.00035502904827155
num_medications diag_1_507,0.00035478693075656535
number_emergency tolazamide_No,0.0003545881621720477
number_emergency,0.0003545486881438293
number_emergency metformin-pioglitazone_No,0.0003545486881438293
number_emergency citoglipton_No,0.0003545486881438293
number_emergency acetohexamide_No,0.0003545486881438293
number_emergency glimepiride-pioglitazone_No,0.0003545486881438293
number_emergency examide_No,0.0003545486881438293
number_emergency troglitazone_No,0.0003545486881438293
number_emergency metformin-rosiglitazone_No,0.0003545486881438293
number_emergency tolbutamide_No,0.0003545486881438293
number_emergency glipizide-metformin_No,0.0003545486881438293
time_in_hospital discharge_disposition_id_6,-0.0003545141567488775
num_medications medical_specialty_Orthopedics-Reconstructive,-0.0003542037342575152
time_in_hospital medical_specialty_InternalMedicine,-0.00035340533093007625
rosiglitazone_Steady readmitted_NO,-0.00035334285076181753
admission_type_id_1 glipizide_No,-0.000352900623375467
num_medications diag_3_403,0.0003522244616826091
payer_code_MC diag_3_250,-0.00035117156678798287
admission_type_id_5 readmitted_>30,-0.00035052270411022165
admission_type_id_2 insulin_No,-0.0003504382800701621
time_in_hospital diag_1_category_Diabetes,0.00035003149210752687
admission_type_id_1 repaglinide_No,-0.00034904433893430105
num_medications diag_2_70,0.0003489500441284259
gender_Male diabetesMed_Yes,-0.00034882670465649054
diag_1_427 readmitted_<30,0.00034862546936632665
glyburide-metformin_No change_Ch,-0.0003483451076493871
num_medications diag_2_V85,0.0003478398432380383
gender_Female admission_source_id_1,-0.00034685778413019296
num_lab_procedures diag_2_536,0.0003465023811933019
discharge_disposition_id_1 diag_3_category_Other,-0.0003464767167919424
medical_specialty_Cardiology readmitted_<30,0.0003460844430780851
diag_2_250 glyburide-metformin_No,-0.0003455508002807669
diabetesMed_Yes diag_3_category_Diabetes,-0.0003454251320817915
num_lab_procedures payer_code_PO,-0.0003452351483628873
diag_2_250 readmitted_>30,-0.00034440410907023963
diag_2_250 rosiglitazone_No,-0.0003440108461017799
num_medications medical_specialty_Radiologist,0.0003428556097387546
admission_source_id_1 diag_3_250,-0.0003427181185191606
time_in_hospital diag_2_250.01,0.00034259583560577935
num_lab_procedures age_[80-90),0.00034181937291525617
num_lab_procedures diag_1_458,-0.0003417743662233283
repaglinide_No insulin_Steady,-0.0003417387140808198
pioglitazone_Steady readmitted_>30,-0.0003405656026916656
readmitted_>30 diag_2_category_Genitourinary,-0.0003403360948546839
num_medications diag_1_38,-0.00034027998870841134
diag_1_786 readmitted_<30,0.0003402753457578854
readmitted_<30 diag_1_category_Genitourinary,0.00034015560476083383
num_medications admission_source_id_7,0.0003396633419303767
payer_code_MC glimepiride_No,-0.0003390882868318748
num_medications diag_3_412,0.00033901020847169525
admission_source_id_7 change_No,-0.0003377405915905637
num_procedures diag_3_401,-0.00033745757387159184
number_diagnoses diag_3_category_Respiratory,-0.00033705266007309813
medical_specialty_Family/GeneralPractice readmitted_>30,-0.00033688700815394157
diag_2_250 glyburide_No,-0.0003367935169444774
number_inpatient diag_1_category_Diabetes,0.0003361382724790997
diag_3_276 readmitted_<30,0.00033556173616975743
num_medications diag_1_682,-0.0003353095709787275
num_lab_procedures diag_1_category_Injury,-0.00033525948698065445
time_in_hospital diag_1_428,0.00033513218830447507
number_diagnoses diag_1_276,0.0003350902296395471
admission_source_id_7 glimepiride_No,-0.0003340704149901743
num_procedures race_AfricanAmerican,-0.0003336027567365966
num_lab_procedures diag_1_997,-0.00033338800448187716
time_in_hospital admission_source_id_17,-0.00033292279555359586
number_emergency diag_1_category_Other,-0.0003327950749280271
repaglinide_No diag_2_category_Circulatory,-0.0003312373035947993
number_inpatient medical_specialty_Emergency/Trauma,0.0003309565859182004
number_diagnoses diag_2_414,-0.0003295634332007016
num_medications diag_3_285,0.00032949417806925823
num_medications diag_1_707,0.0003290218622082435
num_medications diag_3_536,0.0003288111049765428
num_lab_procedures discharge_disposition_id_23,-0.00032853128497560633
admission_type_id_1 glipizide-metformin_No,-0.0003285082298790475
num_medications diag_3_785,0.0003284712988270799
num_medications diag_1_511,0.0003277324355353156
age_[50-60) pioglitazone_No,-0.0003273403077287936
admission_type_id_1 nateglinide_No,-0.0003264971824546745
diag_2_250 pioglitazone_No,-0.0003264575461734604
number_diagnoses diag_3_category_Genitourinary,0.0003257409540005344
admission_type_id_1 acarbose_No,-0.00032546930952700624
num_procedures diag_1_category_Diabetes,0.0003251599316031481
num_lab_procedures diag_1_577,0.0003250739058477522
number_diagnoses diag_2_category_Musculoskeletal,-0.0003248222841699943
age_[50-60) rosiglitazone_No,-0.0003243196533282039
gender_Female diag_3_250,-0.00032316122863852535
age_[50-60) glipizide_No,-0.00032262464095767336
admission_source_id_1 change_No,-0.0003222691830359484
diag_1_428 readmitted_>30,-0.00032209885872664474
admission_type_id_1 citoglipton_No,-0.00032132692631220395
admission_type_id_1 examide_No,-0.00032132692631220395
admission_type_id_1 acetohexamide_No,-0.00032132692631220395
admission_type_id_1 troglitazone_No,-0.00032132692631220395
admission_type_id_1,-0.00032132692631220395
admission_type_id_1 metformin-pioglitazone_No,-0.00032132692631220395
admission_type_id_1 metformin-rosiglitazone_No,-0.000321293599737953
admission_type_id_1 glimepiride-pioglitazone_No,-0.00032104757842124827
admission_type_id_1 chlorpropamide_No,-0.00032103150688978025
admission_type_id_1 tolbutamide_No,-0.00032096538957981203
readmitted_<30 diag_2_category_Digestive,0.00032081152630322637
race_Caucasian payer_code_MC,-0.0003205904762790957
num_lab_procedures age_[20-30),0.00032019623807707034
admission_type_id_1 miglitol_No,-0.00032019268540038327
admission_type_id_1 tolazamide_No,-0.0003200312370636296
readmitted_>30 diag_3_category_Respiratory,-0.00031994836596132816
insulin_No diag_3_category_Diabetes,-0.00031971641882822427
num_lab_procedures age_[0-10),-0.0003194876216556564
num_medications medical_specialty_Otolaryngology,-0.00031942759448128647
num_lab_procedures diag_1_530,-0.00031927722669865434
number_emergency pioglitazone_No,0.00031871920386528167
num_lab_procedures diag_1_435,-0.00031800702979789693
acarbose_No diag_2_category_Other,-0.00031639188588607203
num_medications diag_1_435,-0.00031630422939707295
race_Caucasian metformin_Steady,-0.0003148197290737905
number_emergency change_No,0.0003147592025226377
num_medications diag_1_997,-0.00031406521211550445
admission_source_id_7 rosiglitazone_No,-0.0003136179430529512
time_in_hospital age_[50-60),-0.0003133862191234835
number_outpatient gender_Male,-0.00031319308061900254
glyburide_No diag_1_category_Other,-0.00031285307337543597
num_lab_procedures repaglinide_Steady,-0.00031270154825415364
payer_code_MC glyburide_No,-0.0003125884262760278
diag_1_786 readmitted_NO,-0.00031244205657551046
number_diagnoses diag_3_785,0.0003119862588814128
number_inpatient gender_Male,0.00031191339992534835
age_[50-60) glimepiride_No,-0.00031190451439582823
diag_2_250 glimepiride_No,-0.00031190024527882415
num_medications nateglinide_Steady,-0.00031143527474777357
number_emergency repaglinide_No,0.0003111309375908577
num_lab_procedures medical_specialty_Hematology/Oncology,0.00031094062301797684
admission_type_id_2 diabetesMed_Yes,-0.0003108753172874006
diabetesMed_Yes diag_1_category_Other,-0.00031038989206351534
acarbose_No diag_2_category_Circulatory,-0.0003101786548482571
number_diagnoses medical_specialty_Surgery-Vascular,0.0003101268472019875
num_medications diag_2_428,0.00031012074427502447
number_inpatient diag_1_category_Circulatory,0.0003091690752447082
num_procedures diag_2_category_Other,-0.0003087100689399666
number_diagnoses diag_1_278,-0.0003080006037463072
repaglinide_No diag_2_category_Other,-0.0003077602796127669
num_lab_procedures diag_2_category_Diabetes,0.0003077144195053508
troglitazone_No diag_2_category_Other,-0.0003070120800602875
citoglipton_No diag_2_category_Other,-0.0003070120800602875
examide_No diag_2_category_Other,-0.0003070120800602875
metformin-rosiglitazone_No diag_2_category_Other,-0.0003070120800602875
diag_2_category_Other,-0.0003070120800602875
acetohexamide_No diag_2_category_Other,-0.0003070120800602875
metformin-pioglitazone_No diag_2_category_Other,-0.0003070120800602875
age_[50-60) glyburide_No,-0.0003069892768769953
glipizide-metformin_No diag_2_category_Other,-0.000306923184002607
tolbutamide_No diag_2_category_Other,-0.0003067898299383377
glimepiride-pioglitazone_No diag_2_category_Other,-0.0003067327321685915
tolazamide_No diag_2_category_Other,-0.00030666655705095504
metformin-pioglitazone_No diag_2_category_Circulatory,-0.0003066404216200592
diag_2_category_Circulatory,-0.0003066404216200592
citoglipton_No diag_2_category_Circulatory,-0.0003066404216200592
examide_No diag_2_category_Circulatory,-0.0003066404216200592
acetohexamide_No diag_2_category_Circulatory,-0.0003066404216200592
glimepiride-pioglitazone_No diag_2_category_Circulatory,-0.0003066404216200592
troglitazone_No diag_2_category_Circulatory,-0.0003066404216200592
glipizide-metformin_No diag_2_category_Circulatory,-0.00030660825095741456
metformin-rosiglitazone_No diag_2_category_Circulatory,-0.00030658722319898857
discharge_disposition_id_22 acarbose_No,0.0003065642926092908
acarbose_No insulin_Steady,-0.000306454358451747
miglitol_No diag_2_category_Other,-0.0003064206442468027
discharge_disposition_id_22 rosiglitazone_No,0.0003063621596758981
tolbutamide_No diag_2_category_Circulatory,-0.0003061125419969947
discharge_disposition_id_22 nateglinide_No,0.0003057557737798566
time_in_hospital payer_code_BC,-0.0003057354396075283
number_diagnoses age_[10-20),-0.0003056754782731931
num_medications diag_3_V10,-0.000305622904045274
chlorpropamide_No diag_2_category_Other,-0.0003056210541253119
discharge_disposition_id_22 repaglinide_No,0.0003054982420587308
readmitted_<30 diag_2_category_Neoplasms,0.000305257645127457
chlorpropamide_No diag_2_category_Circulatory,-0.0003052335302151022
discharge_disposition_id_22 chlorpropamide_No,0.00030522432146007464
discharge_disposition_id_22 glipizide-metformin_No,0.00030516964123919894
discharge_disposition_id_22 examide_No,0.00030516964123919894
discharge_disposition_id_22 tolazamide_No,0.00030516964123919894
discharge_disposition_id_22 citoglipton_No,0.00030516964123919894
discharge_disposition_id_22 metformin-pioglitazone_No,0.00030516964123919894
discharge_disposition_id_22 glimepiride-pioglitazone_No,0.00030516964123919894
discharge_disposition_id_22 metformin-rosiglitazone_No,0.00030516964123919894
discharge_disposition_id_22 acetohexamide_No,0.00030516964123919894
discharge_disposition_id_22 tolbutamide_No,0.00030516964123919894
discharge_disposition_id_22 miglitol_No,0.00030516964123919894
discharge_disposition_id_22 troglitazone_No,0.00030516964123919894
discharge_disposition_id_22,0.00030516964123919894
num_procedures diag_2_401,-0.0003051405629228366
admission_type_id_1 glyburide-metformin_No,-0.00030452648734417847
tolazamide_No diag_2_category_Circulatory,-0.00030390802937275047
number_diagnoses diag_1_category_Musculoskeletal,-0.0003035817847167065
num_lab_procedures age_[90-100),-0.00030340612981081
nateglinide_No diag_2_category_Other,-0.00030285256814624467
num_medications payer_code_WC,-0.0003023824850441241
glimepiride_No insulin_Steady,-0.00030234350497725
miglitol_No diag_2_category_Circulatory,-0.0003023238679502649
number_diagnoses diag_3_403,0.0003023015432222775
num_procedures diabetesMed_Yes,-0.00030201164445668364
insulin_Steady glipizide-metformin_No,-0.0003019094436311546
discharge_disposition_id_22 glyburide-metformin_No,0.00030154134895856024
time_in_hospital diag_2_707,0.00030107033003461006
glipizide_No diag_2_category_Other,-0.0002997743909071245
glimepiride_No diag_2_category_Other,-0.00029951054072834395
number_inpatient age_[30-40),0.0002994968991035389
num_lab_procedures diag_3_357,0.00029935184692619373
readmitted_NO diag_3_category_Respiratory,-0.0002992824346043422
num_medications glipizide_Steady,-0.0002990930006835686
discharge_disposition_id_22 glimepiride_No,0.0002990862631899785
diag_2_401 readmitted_<30,0.00029869848933538256
time_in_hospital diag_1_category_Digestive,-0.00029837634418574326
diag_2_496 readmitted_<30,0.00029832158127762856
time_in_hospital diag_1_296,-0.00029829463536366137
metformin_No diag_1_category_Other,-0.00029813906881705963
nateglinide_No diag_2_category_Circulatory,-0.00029812764318569424
num_medications diag_2_577,0.0002971595257794196
readmitted_NO diag_1_category_Neoplasms,-0.00029695781868181986
num_lab_procedures medical_specialty_Nephrology,0.00029687177453994643
admission_type_id_3 insulin_No,-0.00029644852807260636
num_lab_procedures diag_3_41,-0.00029580836581694547
discharge_disposition_id_1 diag_2_category_Circulatory,-0.0002956322261932062
num_medications diag_3_V12,0.0002947154076656969
num_lab_procedures diag_2_198,0.0002946673659411991
diag_3_401 rosiglitazone_No,-0.00029456112340767903
num_procedures number_diagnoses,-0.000294489581215545
rosiglitazone_Steady readmitted_>30,-0.00029422351183052624
num_medications diag_3_493,-0.0002940138110240229
acetohexamide_No insulin_Steady,-0.0002933151789423852
examide_No insulin_Steady,-0.0002933151789423852
insulin_Steady diabetesMed_Yes,-0.0002933151789423852
troglitazone_No insulin_Steady,-0.0002933151789423852
insulin_Steady,-0.0002933151789423852
citoglipton_No insulin_Steady,-0.0002933151789423852
insulin_Steady metformin-rosiglitazone_No,-0.00029328185236792657
diag_2_250 glipizide_No,-0.00029323914490596206
tolbutamide_No insulin_Steady,-0.000293190277262779
insulin_Steady metformin-pioglitazone_No,-0.0002931307194648917
number_inpatient admission_type_id_2,0.00029310683332772747
num_lab_procedures diag_2_996,0.00029310021576450085
insulin_Steady glimepiride-pioglitazone_No,-0.0002930358310508744
time_in_hospital medical_specialty_Emergency/Trauma,-0.00029303337143736686
readmitted_<30 diag_3_category_Digestive,0.0002929501789343072
chlorpropamide_No insulin_Steady,-0.0002929279741726166
miglitol_No insulin_Steady,-0.00029229866776729255
age_[30-40) readmitted_NO,-0.00029223782456761334
medical_specialty_InternalMedicine diag_3_250,-0.00029209983954281047
readmitted_>30 diag_1_category_Injury,-0.000292030937192654
time_in_hospital diag_3_427,0.0002916560647446955
diag_2_250 metformin_No,-0.0002915877675050075
tolazamide_No insulin_Steady,-0.00029150605015190766
diag_2_276 readmitted_>30,-0.00029144260986746013
num_lab_procedures diag_1_599,-0.0002911945304422597
gender_Female diabetesMed_No,-0.0002908403987636465
payer_code_MC rosiglitazone_No,-0.0002906044620999143
time_in_hospital diag_3_250.6,0.0002896303667899963
admission_type_id_3 repaglinide_No,-0.00028960553054499733
num_lab_procedures diag_3_496,0.00028871018074809934
glyburide-metformin_No diag_2_category_Circulatory,-0.00028827466403884934
change_No diag_3_category_Diabetes,-0.00028800623990572603
insulin_Steady glyburide-metformin_No,-0.0002875768594831596
race_AfricanAmerican discharge_disposition_id_1,-0.0002870425728171535
insulin_No change_Ch,-0.0002870081681183656
nateglinide_No insulin_Steady,-0.00028689923982995463
admission_type_id_3 glyburide-metformin_No,-0.00028684896622329064
glyburide-metformin_No diag_2_category_Other,-0.000286595814540858
number_diagnoses diag_1_599,-0.00028637070823692325
readmitted_NO diag_1_category_Genitourinary,-0.000285003325755635
num_lab_procedures diag_1_296,0.00028494025942930304
admission_source_id_4 readmitted_NO,-0.0002847695490767535
number_inpatient diag_2_276,0.0002847408873322179
age_[50-60) insulin_No,-0.00028473346723880257
admission_type_id_3 acetohexamide_No,-0.0002847083483375429
admission_type_id_3,-0.0002847083483375429
admission_type_id_3 troglitazone_No,-0.0002847083483375429
admission_type_id_3 examide_No,-0.0002847083483375429
admission_type_id_3 glimepiride-pioglitazone_No,-0.0002847083483375429
admission_type_id_3 citoglipton_No,-0.0002847083483375429
admission_type_id_3 acarbose_No,-0.00028469733342605254
admission_type_id_3 metformin-rosiglitazone_No,-0.0002846884764911137
admission_type_id_3 glipizide-metformin_No,-0.00028463354406770393
medical_specialty_InternalMedicine metformin_No,-0.0002845797117351028
admission_type_id_3 metformin-pioglitazone_No,-0.00028452388886003247
admission_type_id_3 tolbutamide_No,-0.00028446420322722797
number_diagnoses diag_3_304,0.0002840504706057928
num_lab_procedures diag_1_722,-0.0002836763720146305
admission_type_id_3 miglitol_No,-0.0002836063973919556
num_lab_procedures diag_2_780,-0.0002834835194232359
number_diagnoses diag_3_427,0.00028337760410053226
admission_type_id_3 tolazamide_No,-0.0002828633903261852
discharge_disposition_id_1 diag_3_401,-0.0002822201453220333
